trial_id,status,duration_s,cfg_chain_length,cfg_difficulty,cfg_keep_fraction,cfg_strategy,metric_answer_correct,metric_quality_cosine,metric_quality_mse,metric_tokens_kept,metric_tokens_removed,metric_tokens_removed_pct
reasoning_token_waste_t0202,completed,0.0001,100,medium,0.2,keep_first,1.0,0.9894232749938965,8.263149356935173e-05,20,80,80.0
reasoning_token_waste_t0203,completed,0.0002,100,medium,0.3,keep_first,1.0,0.9948655962944031,4.011334749520756e-05,30,70,70.0
reasoning_token_waste_t0204,completed,0.0001,100,medium,0.4,keep_first,1.0,0.9973757266998291,2.0503202904365025e-05,40,60,60.0
reasoning_token_waste_t0205,completed,0.0001,100,medium,0.5,keep_first,1.0,0.9989017248153687,8.58066778164357e-06,50,50,50.0
reasoning_token_waste_t0206,completed,0.0001,100,medium,0.6,keep_first,1.0,1.0000001192092896,0.0,60,40,40.0
reasoning_token_waste_t0207,completed,0.0001,100,medium,0.7,keep_first,1.0,0.9924140572547913,5.926579615334049e-05,70,30,30.000000000000004
reasoning_token_waste_t0208,completed,0.0001,100,medium,0.8,keep_first,1.0,0.9872860908508301,9.932798275258392e-05,80,20,19.999999999999996
reasoning_token_waste_t0209,completed,0.0001,100,medium,0.9,keep_first,1.0,0.98000168800354,0.0001562363759148866,90,10,9.999999999999998
reasoning_token_waste_t0210,completed,0.0001,100,medium,1.0,keep_first,1.0,0.9749208688735962,0.00019593146862462163,100,0,0.0
reasoning_token_waste_t0211,completed,0.0001,100,medium,0.1,keep_last,0.0,-0.050097256898880005,0.008203885518014431,10,90,90.0
reasoning_token_waste_t0212,completed,0.0001,100,medium,0.2,keep_last,0.0,-0.02648739144206047,0.008019432425498962,20,80,80.0
reasoning_token_waste_t0213,completed,0.0001,100,medium,0.3,keep_last,0.0,0.052152980118989944,0.007405055686831474,30,70,70.0
reasoning_token_waste_t0214,completed,0.0001,100,medium,0.4,keep_last,0.0,0.3934308886528015,0.004738822113722563,40,60,60.0
reasoning_token_waste_t0215,completed,0.0001,100,medium,0.5,keep_last,0.0,0.3963680863380432,0.004715874791145325,50,50,50.0
reasoning_token_waste_t0216,completed,0.0001,100,medium,0.6,keep_last,0.0,0.4000384509563446,0.004687199369072914,60,40,40.0
reasoning_token_waste_t0217,completed,0.0001,100,medium,0.7,keep_last,0.0,0.4112388789653778,0.004599696956574917,70,30,30.000000000000004
reasoning_token_waste_t0218,completed,0.0001,100,medium,0.8,keep_last,0.0,0.42014020681381226,0.004530155099928379,80,20,19.999999999999996
reasoning_token_waste_t0219,completed,0.0001,100,medium,0.9,keep_last,0.0,0.4268816411495209,0.004477487411350012,90,10,9.999999999999998
reasoning_token_waste_t0220,completed,0.0001,100,medium,1.0,keep_last,1.0,0.9749208688735962,0.00019593146862462163,100,0,0.0
reasoning_token_waste_t0221,completed,0.0001,100,medium,0.1,remove_middle,1.0,0.9741330742835999,0.00020208598289173096,10,90,90.0
reasoning_token_waste_t0222,completed,0.0001,100,medium,0.2,remove_middle,1.0,0.9680001735687256,0.00024999884772114456,20,80,80.0
reasoning_token_waste_t0223,completed,0.0001,100,medium,0.3,remove_middle,1.0,0.9595497846603394,0.00031601786031387746,30,70,70.0
reasoning_token_waste_t0224,completed,0.0001,100,medium,0.4,remove_middle,1.0,0.9566377997398376,0.00033876736415550113,40,60,60.0
reasoning_token_waste_t0225,completed,0.0001,100,medium,0.5,remove_middle,1.0,0.9509472250938416,0.0003832250367850065,50,50,50.0
reasoning_token_waste_t0226,completed,0.0001,100,medium,0.6,remove_middle,1.0,0.9523195028305054,0.0003725046117324382,60,40,40.0
reasoning_token_waste_t0227,completed,0.0001,100,medium,0.7,remove_middle,1.0,0.9543136358261108,0.00035692527308128774,70,30,30.000000000000004
reasoning_token_waste_t0228,completed,0.0001,100,medium,0.8,remove_middle,1.0,0.9581384062767029,0.00032704518525861204,80,20,19.999999999999996
reasoning_token_waste_t0229,completed,0.0001,100,medium,0.9,remove_middle,1.0,0.9628564715385437,0.00029018495115451515,90,10,9.999999999999998
reasoning_token_waste_t0230,completed,0.0001,100,medium,1.0,remove_middle,1.0,0.9749208688735962,0.00019593146862462163,100,0,0.0
reasoning_token_waste_t0231,completed,0.0001,100,medium,0.1,importance_sample,1.0,0.969819188117981,0.00023578810214530677,10,90,90.0
reasoning_token_waste_t0232,completed,0.0003,100,medium,0.2,importance_sample,1.0,0.9832842946052551,0.00013059249613434076,20,80,80.0
reasoning_token_waste_t0233,completed,0.0002,100,medium,0.3,importance_sample,1.0,0.9787050485610962,0.00016636715736240149,30,70,70.0
reasoning_token_waste_t0234,completed,0.0002,100,medium,0.4,importance_sample,1.0,0.974039614200592,0.00020281539764255285,40,60,60.0
reasoning_token_waste_t0235,completed,0.0004,100,medium,0.5,importance_sample,1.0,0.9688842296600342,0.0002430918102618307,50,50,50.0
reasoning_token_waste_t0236,completed,0.0005,100,medium,0.6,importance_sample,1.0,0.9638053178787231,0.0002827713033184409,60,40,40.0
reasoning_token_waste_t0237,completed,0.0003,100,medium,0.7,importance_sample,1.0,0.9680620431900024,0.0002495151711627841,70,30,30.000000000000004
reasoning_token_waste_t0238,completed,0.0004,100,medium,0.8,importance_sample,1.0,0.9719656705856323,0.0002190189843531698,80,20,19.999999999999996
reasoning_token_waste_t0239,completed,0.0002,100,medium,0.9,importance_sample,1.0,0.9740725755691528,0.000202558163437061,90,10,9.999999999999998
reasoning_token_waste_t0240,completed,0.0002,100,medium,1.0,importance_sample,1.0,0.9749208688735962,0.00019593146862462163,100,0,0.0
reasoning_token_waste_t0241,completed,0.0001,200,medium,0.1,keep_first,1.0,0.9874182939529419,9.829575719777495e-05,20,180,90.0
reasoning_token_waste_t0242,completed,0.0001,200,medium,0.2,keep_first,1.0,0.9946885704994202,4.149600863456726e-05,40,160,80.0
reasoning_token_waste_t0243,completed,0.0001,200,medium,0.3,keep_first,1.0,0.9972567558288574,2.1432300854939967e-05,60,140,70.0
reasoning_token_waste_t0244,completed,0.0001,200,medium,0.4,keep_first,1.0,0.9987702965736389,9.607761967345141e-06,80,120,60.0
reasoning_token_waste_t0245,completed,0.0001,200,medium,0.5,keep_first,1.0,0.9995149970054626,3.788959929806879e-06,100,100,50.0
reasoning_token_waste_t0246,completed,0.0002,200,medium,0.6,keep_first,1.0,1.0000001192092896,0.0,120,80,40.0
reasoning_token_waste_t0247,completed,0.0001,200,medium,0.7,keep_first,1.0,0.9878337979316711,9.504949412075803e-05,140,60,30.000000000000004
reasoning_token_waste_t0248,completed,0.0001,200,medium,0.8,keep_first,1.0,0.9785668849945068,0.0001674466475378722,160,40,19.999999999999996
reasoning_token_waste_t0249,completed,0.0001,200,medium,0.9,keep_first,1.0,0.966067910194397,0.0002650954411365092,180,20,9.999999999999998
reasoning_token_waste_t0250,completed,0.0001,200,medium,1.0,keep_first,1.0,0.9566527009010315,0.0003386515309102833,200,0,0.0
reasoning_token_waste_t0251,completed,0.0001,200,medium,0.1,keep_last,0.0,-0.0465339794754982,0.008176046423614025,20,180,90.0
reasoning_token_waste_t0252,completed,0.0001,200,medium,0.2,keep_last,0.0,0.005643149837851524,0.007768412586301565,40,160,80.0
reasoning_token_waste_t0253,completed,0.0001,200,medium,0.3,keep_last,0.0,0.02623775042593479,0.007607517298310995,60,140,70.0
reasoning_token_waste_t0254,completed,0.0001,200,medium,0.4,keep_last,0.0,0.3213707208633423,0.005301790777593851,80,120,60.0
reasoning_token_waste_t0255,completed,0.0001,200,medium,0.5,keep_last,0.0,0.31923916935920715,0.005318444222211838,100,100,50.0
reasoning_token_waste_t0256,completed,0.0001,200,medium,0.6,keep_last,0.0,0.32044321298599243,0.0053090378642082214,120,80,40.0
reasoning_token_waste_t0257,completed,0.0001,200,medium,0.7,keep_last,0.0,0.3334987461566925,0.0052070412784814835,140,60,30.000000000000004
reasoning_token_waste_t0258,completed,0.0001,200,medium,0.8,keep_last,0.0,0.33265379071235657,0.005213642492890358,160,40,19.999999999999996
reasoning_token_waste_t0259,completed,0.0001,200,medium,0.9,keep_last,0.0,0.3615943193435669,0.004987544380128384,180,20,9.999999999999998
reasoning_token_waste_t0260,completed,0.0002,200,medium,1.0,keep_last,1.0,0.9566527009010315,0.0003386515309102833,200,0,0.0
reasoning_token_waste_t0261,completed,0.0001,200,medium,0.1,remove_middle,1.0,0.9874182939529419,9.829575719777495e-05,20,180,90.0
reasoning_token_waste_t0262,completed,0.0001,200,medium,0.2,remove_middle,1.0,0.9689688682556152,0.00024243112420663238,40,160,80.0
reasoning_token_waste_t0263,completed,0.0001,200,medium,0.3,remove_middle,1.0,0.9505522847175598,0.00038631161442026496,60,140,70.0
reasoning_token_waste_t0264,completed,0.0001,200,medium,0.4,remove_middle,0.0,0.9475816488265991,0.0004095188050996512,80,120,60.0
reasoning_token_waste_t0265,completed,0.0001,200,medium,0.5,remove_middle,0.0,0.9448309540748596,0.00043100904440507293,100,100,50.0
reasoning_token_waste_t0266,completed,0.0001,200,medium,0.6,remove_middle,0.0,0.9444011449813843,0.0004343666951172054,120,80,40.0
reasoning_token_waste_t0267,completed,0.0002,200,medium,0.7,remove_middle,0.0,0.9454869627952576,0.00042588356882333755,140,60,30.000000000000004
reasoning_token_waste_t0268,completed,0.0002,200,medium,0.8,remove_middle,0.0,0.9465700387954712,0.00041742270695976913,160,40,19.999999999999996
reasoning_token_waste_t0269,completed,0.0001,200,medium,0.9,remove_middle,0.0,0.94697505235672,0.000414258916862309,180,20,9.999999999999998
reasoning_token_waste_t0270,completed,0.0001,200,medium,1.0,remove_middle,1.0,0.9566527009010315,0.0003386515309102833,200,0,0.0
reasoning_token_waste_t0271,completed,0.0002,200,medium,0.1,importance_sample,1.0,0.9831598997116089,0.00013156382192391902,20,180,90.0
reasoning_token_waste_t0272,completed,0.0003,200,medium,0.2,importance_sample,1.0,0.9739515781402588,0.00020350428530946374,40,160,80.0
reasoning_token_waste_t0273,completed,0.0003,200,medium,0.3,importance_sample,1.0,0.9614330530166626,0.00030130462255328894,60,140,70.0
reasoning_token_waste_t0274,completed,0.0002,200,medium,0.4,importance_sample,1.0,0.9523917436599731,0.00037193967727944255,80,120,60.0
reasoning_token_waste_t0275,completed,0.0002,200,medium,0.5,importance_sample,0.0,0.9460974931716919,0.000421113712945953,100,100,50.0
reasoning_token_waste_t0276,completed,0.0002,200,medium,0.6,importance_sample,1.0,0.9541721343994141,0.0003580304328352213,120,80,40.0
reasoning_token_waste_t0277,completed,0.0002,200,medium,0.7,importance_sample,1.0,0.954409122467041,0.0003561793710105121,140,60,30.000000000000004
reasoning_token_waste_t0278,completed,0.0002,200,medium,0.8,importance_sample,1.0,0.9558282494544983,0.0003450928197707981,160,40,19.999999999999996
reasoning_token_waste_t0279,completed,0.0002,200,medium,0.9,importance_sample,1.0,0.9572095274925232,0.00033430050825700164,180,20,9.999999999999998
reasoning_token_waste_t0280,completed,0.0003,200,medium,1.0,importance_sample,1.0,0.9566527009010315,0.0003386515309102833,200,0,0.0
reasoning_token_waste_t0281,completed,0.0001,500,medium,0.1,keep_first,1.0,0.9948531985282898,4.020978303742595e-05,50,450,90.0
reasoning_token_waste_t0282,completed,0.0001,500,medium,0.2,keep_first,1.0,0.9980250597000122,1.542971222079359e-05,100,400,80.0
reasoning_token_waste_t0283,completed,0.0001,500,medium,0.3,keep_first,1.0,0.9990644454956055,7.309685770451324e-06,150,350,70.0
reasoning_token_waste_t0284,completed,0.0001,500,medium,0.4,keep_first,1.0,0.9995052218437195,3.865912276523886e-06,200,300,60.0
reasoning_token_waste_t0285,completed,0.0001,500,medium,0.5,keep_first,1.0,0.9998194575309753,1.4103653711572406e-06,250,250,50.0
reasoning_token_waste_t0286,completed,0.0001,500,medium,0.6,keep_first,1.0,1.0,0.0,300,200,40.0
reasoning_token_waste_t0287,completed,0.0001,500,medium,0.7,keep_first,1.0,0.9664023518562317,0.00026248241192661226,350,150,30.000000000000004
reasoning_token_waste_t0288,completed,0.0001,500,medium,0.8,keep_first,0.0,0.9416467547416687,0.0004558843793347478,400,100,19.999999999999996
reasoning_token_waste_t0289,completed,0.0001,500,medium,0.9,keep_first,0.0,0.9122046232223511,0.0006859013810753822,450,50,9.999999999999998
reasoning_token_waste_t0290,completed,0.0001,500,medium,1.0,keep_first,0.0,0.8844391107559204,0.0009028188069351017,500,0,0.0
reasoning_token_waste_t0291,completed,0.0001,500,medium,0.1,keep_last,0.0,-0.02882443182170391,0.008037691004574299,50,450,90.0
reasoning_token_waste_t0292,completed,0.0001,500,medium,0.2,keep_last,0.0,0.010548322461545467,0.007730090990662575,100,400,80.0
reasoning_token_waste_t0293,completed,0.0001,500,medium,0.3,keep_last,0.0,0.053434427827596664,0.007395042106509209,150,350,70.0
reasoning_token_waste_t0294,completed,0.0001,500,medium,0.4,keep_last,0.0,0.24457202851772308,0.005901780910789967,200,300,60.0
reasoning_token_waste_t0295,completed,0.0001,500,medium,0.5,keep_last,0.0,0.24596302211284637,0.005890914238989353,250,250,50.0
reasoning_token_waste_t0296,completed,0.0001,500,medium,0.6,keep_last,0.0,0.24853059649467468,0.005870854947715998,300,200,40.0
reasoning_token_waste_t0297,completed,0.0002,500,medium,0.7,keep_last,0.0,0.24813055992126465,0.005873979534953833,350,150,30.000000000000004
reasoning_token_waste_t0298,completed,0.0001,500,medium,0.8,keep_last,0.0,0.2538268566131592,0.005829478148370981,400,100,19.999999999999996
reasoning_token_waste_t0299,completed,0.0001,500,medium,0.9,keep_last,0.0,0.2659549117088318,0.005734727252274752,450,50,9.999999999999998
reasoning_token_waste_t0300,completed,0.0001,500,medium,1.0,keep_last,0.0,0.8844391107559204,0.0009028188069351017,500,0,0.0
reasoning_token_waste_t0301,completed,0.0001,500,medium,0.1,remove_middle,1.0,0.9948531985282898,4.020978303742595e-05,50,450,90.0
reasoning_token_waste_t0302,completed,0.0001,500,medium,0.2,remove_middle,1.0,0.9572297930717468,0.00033414288191124797,100,400,80.0
reasoning_token_waste_t0303,completed,0.0001,500,medium,0.3,remove_middle,0.0,0.9203265309333801,0.0006224497919902205,150,350,70.0
reasoning_token_waste_t0304,completed,0.0001,500,medium,0.4,remove_middle,0.0,0.885741651058197,0.0008926434093154967,200,300,60.0
reasoning_token_waste_t0305,completed,0.0001,500,medium,0.5,remove_middle,0.0,0.8805139660835266,0.0009334846981801093,250,250,50.0
reasoning_token_waste_t0306,completed,0.0001,500,medium,0.6,remove_middle,0.0,0.8808363676071167,0.0009309659944847226,300,200,40.0
reasoning_token_waste_t0307,completed,0.0001,500,medium,0.7,remove_middle,0.0,0.881020724773407,0.0009295259369537234,350,150,30.000000000000004
reasoning_token_waste_t0308,completed,0.0004,500,medium,0.8,remove_middle,0.0,0.8807607293128967,0.0009315565694123507,400,100,19.999999999999996
reasoning_token_waste_t0309,completed,0.0004,500,medium,0.9,remove_middle,0.0,0.8814465999603271,0.0009261977393180132,450,50,9.999999999999998
reasoning_token_waste_t0310,completed,0.0001,500,medium,1.0,remove_middle,0.0,0.8844391107559204,0.0009028188069351017,500,0,0.0
reasoning_token_waste_t0311,completed,0.0002,500,medium,0.1,importance_sample,1.0,0.9618561267852783,0.0002979985438287258,50,450,90.0
reasoning_token_waste_t0312,completed,0.0002,500,medium,0.2,importance_sample,0.0,0.9351897239685059,0.0005063303979113698,100,400,80.0
reasoning_token_waste_t0313,completed,0.0002,500,medium,0.3,importance_sample,0.0,0.9087759256362915,0.0007126881391741335,150,350,70.0
reasoning_token_waste_t0314,completed,0.0005,500,medium,0.4,importance_sample,0.0,0.8873286843299866,0.0008802450611256063,200,300,60.0
reasoning_token_waste_t0315,completed,0.0002,500,medium,0.5,importance_sample,0.0,0.8805139660835266,0.0009334846981801093,250,250,50.0
reasoning_token_waste_t0316,completed,0.0002,500,medium,0.6,importance_sample,0.0,0.8834367990493774,0.0009106501238420606,300,200,40.0
reasoning_token_waste_t0317,completed,0.0002,500,medium,0.7,importance_sample,0.0,0.8837264180183411,0.0009083875338546932,350,150,30.000000000000004
reasoning_token_waste_t0318,completed,0.0003,500,medium,0.8,importance_sample,0.0,0.8838408589363098,0.0009074935223907232,400,100,19.999999999999996
reasoning_token_waste_t0319,completed,0.0002,500,medium,0.9,importance_sample,0.0,0.8840261101722717,0.0009060468291863799,450,50,9.999999999999998
reasoning_token_waste_t0320,completed,0.0005,500,medium,1.0,importance_sample,0.0,0.8844391107559204,0.0009028188069351017,500,0,0.0
reasoning_token_waste_t0321,completed,0.0001,50,hard,0.1,keep_first,1.0,0.9501355886459351,0.00038956658681854606,5,45,90.0
reasoning_token_waste_t0322,completed,0.0001,50,hard,0.2,keep_first,1.0,0.9771307706832886,0.00017866617417894304,10,40,80.0
reasoning_token_waste_t0323,completed,0.0001,50,hard,0.3,keep_first,1.0,0.9852742552757263,0.0001150447060354054,15,35,70.0
reasoning_token_waste_t0324,completed,0.0002,50,hard,0.4,keep_first,1.0,0.9915291666984558,6.617872713832185e-05,20,30,60.0
reasoning_token_waste_t0325,completed,0.0002,50,hard,0.5,keep_first,1.0,0.9948495626449585,4.023767542093992e-05,25,25,50.0
reasoning_token_waste_t0326,completed,0.0001,50,hard,0.6,keep_first,1.0,0.9972496032714844,2.148749445041176e-05,30,20,40.0
reasoning_token_waste_t0327,completed,0.0001,50,hard,0.7,keep_first,1.0,0.9987034201622009,1.0130146620213054e-05,35,15,30.000000000000004
reasoning_token_waste_t0328,completed,0.0001,50,hard,0.8,keep_first,1.0,0.9995728731155396,3.337055204610806e-06,40,10,19.999999999999996
reasoning_token_waste_t0329,completed,0.0001,50,hard,0.9,keep_first,1.0,0.9974835515022278,1.9659959434648044e-05,45,5,9.999999999999998
reasoning_token_waste_t0330,completed,0.0001,50,hard,1.0,keep_first,1.0,0.9939789772033691,4.703936428995803e-05,50,0,0.0
reasoning_token_waste_t0331,completed,0.0001,50,hard,0.1,keep_last,0.0,0.04799938574433327,0.007437505759298801,5,45,90.0
reasoning_token_waste_t0332,completed,0.0001,50,hard,0.2,keep_last,0.0,0.6005409359931946,0.0031207744032144547,10,40,80.0
reasoning_token_waste_t0333,completed,0.0001,50,hard,0.3,keep_last,0.0,0.6008927822113037,0.003118024906143546,15,35,70.0
reasoning_token_waste_t0334,completed,0.0001,50,hard,0.4,keep_last,0.0,0.5628790855407715,0.0034150071442127228,20,30,60.0
reasoning_token_waste_t0335,completed,0.0001,50,hard,0.5,keep_last,0.0,0.5240280628204346,0.003718530759215355,25,25,50.0
reasoning_token_waste_t0336,completed,0.0001,50,hard,0.6,keep_last,0.0,0.5342215299606323,0.0036388947628438473,30,20,40.0
reasoning_token_waste_t0337,completed,0.0001,50,hard,0.7,keep_last,0.0,0.4792080521583557,0.004068687092512846,35,15,30.000000000000004
reasoning_token_waste_t0338,completed,0.0001,50,hard,0.8,keep_last,0.0,0.5074380040168762,0.003848141059279442,40,10,19.999999999999996
reasoning_token_waste_t0339,completed,0.0001,50,hard,0.9,keep_last,0.0,0.5334333777427673,0.0036450522020459175,45,5,9.999999999999998
reasoning_token_waste_t0340,completed,0.0001,50,hard,1.0,keep_last,1.0,0.9939789772033691,4.703936428995803e-05,50,0,0.0
reasoning_token_waste_t0341,completed,0.0001,50,hard,0.1,remove_middle,1.0,0.9501355886459351,0.00038956658681854606,5,45,90.0
reasoning_token_waste_t0342,completed,0.0001,50,hard,0.2,remove_middle,0.0,0.9474680423736572,0.0004104063264094293,10,40,80.0
reasoning_token_waste_t0343,completed,0.0001,50,hard,0.3,remove_middle,0.0,0.9451123476028442,0.0004288101918064058,15,35,70.0
reasoning_token_waste_t0344,completed,0.0001,50,hard,0.4,remove_middle,0.0,0.9461647272109985,0.00042058818507939577,20,30,60.0
reasoning_token_waste_t0345,completed,0.0001,50,hard,0.5,remove_middle,0.0,0.9473245143890381,0.0004115274641662836,25,25,50.0
reasoning_token_waste_t0346,completed,0.0001,50,hard,0.6,remove_middle,0.0,0.9494411945343018,0.0003949908714275807,30,20,40.0
reasoning_token_waste_t0347,completed,0.0001,50,hard,0.7,remove_middle,1.0,0.9537246823310852,0.0003615260939113796,35,15,30.000000000000004
reasoning_token_waste_t0348,completed,0.0001,50,hard,0.8,remove_middle,1.0,0.9570918083190918,0.00033522056764923036,40,10,19.999999999999996
reasoning_token_waste_t0349,completed,0.0001,50,hard,0.9,remove_middle,1.0,0.9675977230072021,0.0002531434001866728,45,5,9.999999999999998
reasoning_token_waste_t0350,completed,0.0002,50,hard,1.0,remove_middle,1.0,0.9939789772033691,4.703936428995803e-05,50,0,0.0
reasoning_token_waste_t0351,completed,0.0002,50,hard,0.1,importance_sample,1.0,0.9501355886459351,0.00038956658681854606,5,45,90.0
reasoning_token_waste_t0352,completed,0.0001,50,hard,0.2,importance_sample,1.0,0.9727380275726318,0.00021298446517903358,10,40,80.0
reasoning_token_waste_t0353,completed,0.0002,50,hard,0.3,importance_sample,1.0,0.9829222559928894,0.00013342010788619518,15,35,70.0
reasoning_token_waste_t0354,completed,0.0001,50,hard,0.4,importance_sample,1.0,0.9865496754646301,0.00010508057312108576,20,30,60.0
reasoning_token_waste_t0355,completed,0.0001,50,hard,0.5,importance_sample,1.0,0.9863895177841187,0.00010633207421051338,25,25,50.0
reasoning_token_waste_t0356,completed,0.0001,50,hard,0.6,importance_sample,1.0,0.987438440322876,9.813750511966646e-05,30,20,40.0
reasoning_token_waste_t0357,completed,0.0001,50,hard,0.7,importance_sample,1.0,0.9899319410324097,7.86568270996213e-05,35,15,30.000000000000004
reasoning_token_waste_t0358,completed,0.0001,50,hard,0.8,importance_sample,1.0,0.9918877482414246,6.337722879834473e-05,40,10,19.999999999999996
reasoning_token_waste_t0359,completed,0.0001,50,hard,0.9,importance_sample,1.0,0.9926086664199829,5.774472811026499e-05,45,5,9.999999999999998
reasoning_token_waste_t0360,completed,0.0001,50,hard,1.0,importance_sample,1.0,0.9939789772033691,4.703936428995803e-05,50,0,0.0
reasoning_token_waste_t0361,completed,0.0001,100,hard,0.1,keep_first,1.0,0.9732484817504883,0.00020899668743368238,10,90,90.0
reasoning_token_waste_t0362,completed,0.0001,100,hard,0.2,keep_first,1.0,0.9884735941886902,9.005015454022214e-05,20,80,80.0
reasoning_token_waste_t0363,completed,0.0001,100,hard,0.3,keep_first,1.0,0.9938299059867859,4.8203834012383595e-05,30,70,70.0
reasoning_token_waste_t0364,completed,0.0001,100,hard,0.4,keep_first,1.0,0.9958328008651733,3.255595947848633e-05,40,60,60.0
reasoning_token_waste_t0365,completed,0.0001,100,hard,0.5,keep_first,1.0,0.9971529245376587,2.2243071725824848e-05,50,50,50.0
reasoning_token_waste_t0366,completed,0.0001,100,hard,0.6,keep_first,1.0,0.9983900189399719,1.2577873349073343e-05,60,40,40.0
reasoning_token_waste_t0367,completed,0.0001,100,hard,0.7,keep_first,1.0,0.9992032051086426,6.225379365787376e-06,70,30,30.000000000000004
reasoning_token_waste_t0368,completed,0.0001,100,hard,0.8,keep_first,1.0,0.9997771978378296,1.7408428902854212e-06,80,20,19.999999999999996
reasoning_token_waste_t0369,completed,0.0001,100,hard,0.9,keep_first,1.0,0.9960618019104004,3.076698340009898e-05,90,10,9.999999999999998
reasoning_token_waste_t0370,completed,0.0001,100,hard,1.0,keep_first,1.0,0.9904125332832336,7.490225834771991e-05,100,0,0.0
reasoning_token_waste_t0371,completed,0.0001,100,hard,0.1,keep_last,0.0,0.01239217258989811,0.0077156852930784225,10,90,90.0
reasoning_token_waste_t0372,completed,0.0001,100,hard,0.2,keep_last,0.0,0.5208544731140137,0.003743324428796768,20,80,80.0
reasoning_token_waste_t0373,completed,0.0001,100,hard,0.3,keep_last,0.0,0.5347844362258911,0.0036344968248158693,30,70,70.0
reasoning_token_waste_t0374,completed,0.0001,100,hard,0.4,keep_last,0.0,0.5281132459640503,0.0036866150330752134,40,60,60.0
reasoning_token_waste_t0375,completed,0.0001,100,hard,0.5,keep_last,0.0,0.5273052453994751,0.003692927537485957,50,50,50.0
reasoning_token_waste_t0376,completed,0.0001,100,hard,0.6,keep_last,0.0,0.5225156545639038,0.003730345983058214,60,40,40.0
reasoning_token_waste_t0377,completed,0.0001,100,hard,0.7,keep_last,0.0,0.5224658250808716,0.0037307359743863344,70,30,30.000000000000004
reasoning_token_waste_t0378,completed,0.0001,100,hard,0.8,keep_last,0.0,0.5178974270820618,0.0037664268165826797,80,20,19.999999999999996
reasoning_token_waste_t0379,completed,0.0001,100,hard,0.9,keep_last,0.0,0.4925310015678406,0.0039646015502512455,90,10,9.999999999999998
reasoning_token_waste_t0380,completed,0.0001,100,hard,1.0,keep_last,1.0,0.9904125332832336,7.490225834771991e-05,100,0,0.0
reasoning_token_waste_t0381,completed,0.0002,100,hard,0.1,remove_middle,1.0,0.9732484817504883,0.00020899668743368238,10,90,90.0
reasoning_token_waste_t0382,completed,0.0001,100,hard,0.2,remove_middle,1.0,0.9680078029632568,0.0002499386901035905,20,80,80.0
reasoning_token_waste_t0383,completed,0.0001,100,hard,0.3,remove_middle,1.0,0.9649023413658142,0.0002742010401561856,30,70,70.0
reasoning_token_waste_t0384,completed,0.0001,100,hard,0.4,remove_middle,1.0,0.9658259749412537,0.0002669848909135908,40,60,60.0
reasoning_token_waste_t0385,completed,0.0001,100,hard,0.5,remove_middle,1.0,0.9658845663070679,0.00026652688393369317,50,50,50.0
reasoning_token_waste_t0386,completed,0.0001,100,hard,0.6,remove_middle,1.0,0.9676398038864136,0.0002528144686948508,60,40,40.0
reasoning_token_waste_t0387,completed,0.0001,100,hard,0.7,remove_middle,1.0,0.9690670967102051,0.0002416629286017269,70,30,30.000000000000004
reasoning_token_waste_t0388,completed,0.0001,100,hard,0.8,remove_middle,1.0,0.9719456434249878,0.0002191747771576047,80,20,19.999999999999996
reasoning_token_waste_t0389,completed,0.0001,100,hard,0.9,remove_middle,1.0,0.9774635434150696,0.0001760666782502085,90,10,9.999999999999998
reasoning_token_waste_t0390,completed,0.0002,100,hard,1.0,remove_middle,1.0,0.9904125332832336,7.490225834771991e-05,100,0,0.0
reasoning_token_waste_t0391,completed,0.0001,100,hard,0.1,importance_sample,1.0,0.9703032970428467,0.00023200493887998164,10,90,90.0
reasoning_token_waste_t0392,completed,0.0001,100,hard,0.2,importance_sample,1.0,0.9838026165962219,0.00012654215970542282,20,80,80.0
reasoning_token_waste_t0393,completed,0.0001,100,hard,0.3,importance_sample,1.0,0.9810191988945007,0.0001482877560192719,30,70,70.0
reasoning_token_waste_t0394,completed,0.0002,100,hard,0.4,importance_sample,1.0,0.9806053042411804,0.00015152027481235564,40,60,60.0
reasoning_token_waste_t0395,completed,0.0002,100,hard,0.5,importance_sample,1.0,0.9852174520492554,0.0001154886485892348,50,50,50.0
reasoning_token_waste_t0396,completed,0.0001,100,hard,0.6,importance_sample,1.0,0.9868308305740356,0.00010288384510204196,60,40,40.0
reasoning_token_waste_t0397,completed,0.0001,100,hard,0.7,importance_sample,1.0,0.9882345199584961,9.191742719849572e-05,70,30,30.000000000000004
reasoning_token_waste_t0398,completed,0.0001,100,hard,0.8,importance_sample,1.0,0.9890819787979126,8.529689512215555e-05,80,20,19.999999999999996
reasoning_token_waste_t0399,completed,0.0002,100,hard,0.9,importance_sample,1.0,0.9898870587348938,7.900744094513357e-05,90,10,9.999999999999998
reasoning_token_waste_t0400,completed,0.0001,100,hard,1.0,importance_sample,1.0,0.9904125332832336,7.490225834771991e-05,100,0,0.0
reasoning_token_waste_t0401,completed,0.0001,200,hard,0.1,keep_first,1.0,0.9865680932998657,0.00010493674199096859,20,180,90.0
reasoning_token_waste_t0402,completed,0.0001,200,hard,0.2,keep_first,1.0,0.9936062693595886,4.9951093387790024e-05,40,160,80.0
reasoning_token_waste_t0403,completed,0.0001,200,hard,0.3,keep_first,1.0,0.9964795112609863,2.7504505851538852e-05,60,140,70.0
